,station_id,start_count,end_count,start_min,end_min,start_max,end_max
193,209,5122,4739,2013-08-16 14:56:00,2013-08-16 16:53:00,2017-12-24 18:21:00,2017-12-26 15:28:00
194,203,4652,4733,2013-08-16 08:04:00,2013-08-16 17:35:00,2017-12-29 09:11:00,2017-12-28 10:14:00
195,216,11358,13385,2013-08-16 19:49:00,2013-08-16 15:43:00,2017-12-28 13:00:00,2017-12-29 14:48:00
196,213,21897,22130,2013-08-17 01:15:00,2013-08-16 22:47:00,2017-12-31 19:48:00,2017-12-27 18:22:00
197,214,22242,21802,2013-08-16 19:02:00,2013-08-16 16:44:00,2017-12-31 12:22:00,2017-12-31 13:00:00
198,208,4134,4524,2013-08-18 08:05:00,2013-08-17 11:07:00,2017-12-22 10:20:00,2017-12-31 18:48:00
199,225,34677,35015,2013-08-19 15:30:00,2013-08-19 15:57:00,2017-12-30 14:18:00,2017-12-31 10:43:00
200,220,53905,62028,2013-06-29 13:29:00,2013-06-29 12:52:00,2017-12-31 15:44:00,2017-12-31 15:33:00
201,226,31471,30952,2013-08-20 08:42:00,2013-08-19 18:08:00,2017-12-31 23:21:00,2017-12-31 10:15:00
202,227,40616,40997,2013-08-20 15:09:00,2013-08-20 13:55:00,2017-12-31 19:09:00,2017-12-31 18:43:00
203,219,35039,35024,2013-08-20 15:43:00,2013-08-20 14:05:00,2017-12-31 11:11:00,2017-12-30 17:01:00
204,231,32817,34530,2013-08-20 11:35:00,2013-08-20 18:48:00,2017-12-31 17:18:00,2017-12-31 16:45:00
205,228,13049,13956,2013-08-20 19:33:00,2013-08-20 16:43:00,2017-12-28 12:07:00,2017-12-23 16:58:00
206,230,35293,37801,2013-08-20 16:41:00,2013-08-20 16:51:00,2017-12-31 16:36:00,2017-12-31 17:22:00
207,239,21414,23182,2013-08-21 17:12:00,2013-08-21 17:29:00,2017-12-31 15:29:00,2017-12-31 15:07:00
208,237,22615,21335,2013-08-20 18:01:00,2013-08-20 18:00:00,2017-12-30 14:56:00,2017-12-29 13:52:00
209,234,17363,17066,2013-08-21 17:30:00,2013-08-21 17:38:00,2017-12-30 18:28:00,2017-12-31 19:16:00
210,241,43533,43235,2013-08-22 15:41:00,2013-08-22 15:57:00,2017-12-30 16:22:00,2017-12-31 20:57:00
211,223,32549,33124,2013-08-22 15:36:00,2013-08-22 17:10:00,2017-12-31 15:30:00,2017-12-31 16:08:00
212,243,19370,21211,2013-08-22 20:50:00,2013-08-22 16:59:00,2017-12-29 00:49:00,2017-12-31 11:18:00
213,242,19467,18574,2013-08-22 21:11:00,2013-08-22 19:33:00,2017-12-31 18:55:00,2017-12-31 22:55:00
214,238,17741,16810,2013-08-22 18:09:00,2013-08-22 21:32:00,2017-12-29 12:47:00,2017-12-29 21:13:00
215,222,11044,10869,2013-08-23 12:09:00,2013-08-22 23:13:00,2017-12-31 12:46:00,2017-12-27 16:56:00
216,218,5705,5256,2013-08-23 13:47:00,2013-08-23 14:27:00,2017-12-23 13:11:00,2017-12-23 14:35:00
217,236,10632,9913,2013-08-21 20:21:00,2013-08-20 18:05:00,2017-12-31 09:36:00,2017-12-31 18:26:00
218,248,12430,11639,2013-08-23 16:14:00,2013-08-23 18:09:00,2017-12-28 12:21:00,2017-12-31 15:53:00
219,247,25371,26228,2013-08-23 16:21:00,2013-08-23 16:20:00,2017-12-31 10:50:00,2017-12-29 14:41:00
220,245,25630,24925,2013-08-26 15:43:00,2013-08-26 14:58:00,2017-12-31 14:35:00,2017-12-31 23:47:00
221,246,11627,10812,2013-08-26 16:00:00,2013-08-26 17:39:00,2017-12-31 15:34:00,2017-12-31 18:15:00
222,342,29972,29291,2013-08-26 18:04:00,2013-08-26 16:10:00,2017-12-31 12:32:00,2017-12-31 08:50:00
223,148,20533,21627,2013-08-27 14:44:00,2013-08-19 14:00:00,2017-12-30 11:30:00,2017-12-31 21:39:00
224,193,2584,2551,2013-08-23 16:52:00,2013-08-25 15:06:00,2017-12-26 09:53:00,2017-12-01 17:40:00
225,261,21287,20816,2013-09-05 15:26:00,2013-09-06 08:10:00,2017-12-29 15:03:00,2017-12-29 11:27:00
226,256,25270,23603,2013-09-05 18:27:00,2013-09-05 18:58:00,2017-12-31 20:26:00,2017-12-31 20:20:00
227,253,15806,16086,2013-09-05 21:23:00,2013-09-06 16:58:00,2017-12-31 11:41:00,2017-12-31 15:26:00
228,132,5658,6882,2013-09-06 00:01:00,2013-09-05 18:56:00,2017-12-31 09:13:00,2017-12-29 12:24:00
229,113,45818,49884,2013-09-05 18:27:00,2013-09-05 14:44:00,2017-12-31 15:38:00,2017-12-31 16:03:00
230,338,36004,35288,2013-09-08 09:15:00,2013-09-08 11:20:00,2017-12-31 20:46:00,2017-12-31 05:53:00
231,254,45649,45056,2013-09-09 15:09:00,2013-09-09 16:19:00,2017-12-31 15:27:00,2017-12-31 17:44:00
232,258,18962,20433,2013-09-09 16:36:00,2013-09-09 19:07:00,2017-12-31 16:17:00,2017-12-31 15:53:00
233,257,17072,18128,2013-09-09 18:31:00,2013-09-09 18:14:00,2017-12-31 11:26:00,2017-12-31 16:14:00
234,277,15681,14993,2013-09-12 16:13:00,2013-09-12 19:32:00,2017-12-28 18:01:00,2017-12-26 16:52:00
235,268,165857,185140,2013-09-12 16:33:00,2013-09-12 16:29:00,2017-12-31 09:03:00,2017-12-31 10:00:00
236,271,2028,2082,2013-09-12 18:17:00,2013-09-12 17:28:00,2017-12-03 16:19:00,2017-12-03 16:19:00
237,276,12716,12153,2013-09-13 02:57:00,2013-09-12 18:03:00,2017-12-31 18:33:00,2017-12-30 02:31:00
238,274,9398,9615,2013-09-13 08:42:00,2013-09-12 21:21:00,2017-12-30 08:21:00,2017-12-30 08:36:00
239,281,1857,1796,2013-09-13 14:55:00,2013-09-14 12:23:00,2017-12-25 18:44:00,2017-12-24 16:59:00
240,287,113129,104948,2013-09-13 15:10:00,2013-09-13 15:10:00,2017-12-31 07:26:00,2017-12-31 19:07:00
241,275,6041,6629,2013-09-12 20:20:00,2013-09-13 12:23:00,2017-12-31 11:01:00,2017-12-30 13:57:00
242,259,15247,14159,2013-09-03 10:51:00,2013-09-03 10:52:00,2017-12-30 18:39:00,2017-12-31 22:44:00
243,296,40658,45041,2013-09-13 19:01:00,2013-09-14 12:05:00,2017-12-31 18:56:00,2017-12-31 14:10:00
244,282,24786,24689,2013-09-13 20:10:00,2013-09-13 21:09:00,2017-12-29 15:09:00,2017-12-30 19:02:00
245,272,11704,11360,2013-09-13 08:36:00,2013-09-14 09:54:00,2017-12-30 14:08:00,2017-12-31 11:46:00
246,280,8006,8135,2013-09-13 22:26:00,2013-09-14 02:13:00,2017-12-31 12:08:00,2017-12-30 01:26:00
247,278,5367,5295,2013-09-14 02:08:00,2013-09-13 19:58:00,2017-12-29 17:44:00,2017-12-30 02:51:00
248,284,77009,78448,2013-09-14 11:35:00,2013-09-14 11:19:00,2017-12-31 18:59:00,2017-12-30 14:08:00
249,288,26059,24966,2013-09-13 23:46:00,2013-09-14 00:37:00,2017-12-31 10:39:00,2017-12-31 10:57:00
250,283,92476,87700,2013-09-14 13:11:00,2013-09-14 15:01:00,2017-12-30 15:50:00,2017-12-30 14:40:00
251,286,61378,59395,2013-09-14 13:28:00,2013-09-14 14:41:00,2017-12-30 19:28:00,2017-12-31 11:00:00
252,291,52602,52028,2013-09-13 16:46:00,2013-09-05 14:25:00,2017-12-31 16:42:00,2017-12-31 16:54:00
253,289,87151,86537,2013-09-14 15:23:00,2013-09-14 14:51:00,2017-12-31 15:55:00,2017-12-31 20:23:00
254,292,11547,10186,2013-09-09 10:07:00,2013-09-09 10:08:00,2017-12-30 18:25:00,2017-12-29 17:58:00
255,260,34699,37052,2013-09-17 14:59:00,2013-09-17 15:34:00,2017-12-31 17:27:00,2017-12-31 22:11:00
256,263,9440,8925,2013-09-18 11:46:00,2013-09-18 12:36:00,2017-12-28 15:26:00,2017-12-28 15:26:00
257,265,5636,5792,2013-09-18 12:12:00,2013-09-19 18:44:00,2017-12-28 07:38:00,2017-12-28 07:38:00
258,267,11501,12134,2013-09-17 20:50:00,2013-09-17 15:27:00,2017-12-25 16:27:00,2017-12-24 14:33:00
259,264,53526,42237,2013-09-18 18:31:00,2013-09-04 10:25:00,2017-12-31 13:59:00,2017-12-31 16:08:00
260,294,22596,24391,2013-09-18 22:54:00,2013-09-18 17:26:00,2017-12-29 19:05:00,2017-12-31 16:10:00
261,301,56125,50309,2013-09-19 13:02:00,2013-09-19 16:07:00,2017-12-31 18:21:00,2017-12-31 18:15:00
262,299,41726,42241,2013-09-19 14:21:00,2013-09-19 15:53:00,2017-12-31 17:38:00,2017-12-31 15:33:00
263,295,15838,16930,2013-09-19 11:39:00,2013-09-18 23:54:00,2017-12-31 13:22:00,2017-12-31 03:23:00
264,297,9202,8397,2013-09-19 17:09:00,2013-09-19 17:56:00,2017-12-29 07:38:00,2017-12-29 10:41:00
265,293,17074,18015,2013-09-18 20:51:00,2013-09-18 12:49:00,2017-12-31 22:05:00,2017-12-31 15:57:00
266,303,44233,45232,2013-09-19 18:20:00,2013-09-19 18:03:00,2017-12-31 13:26:00,2017-12-31 14:52:00
267,304,38542,39381,2013-09-19 19:05:00,2013-09-19 18:20:00,2017-12-31 21:42:00,2017-12-31 12:53:00
268,309,17929,16874,2013-09-20 14:37:00,2013-09-20 16:03:00,2017-12-29 17:34:00,2017-12-23 15:34:00
269,302,33521,31817,2013-09-20 15:27:00,2013-09-20 15:26:00,2017-12-30 19:12:00,2017-12-31 10:13:00
270,310,17048,17408,2013-09-20 19:27:00,2013-06-29 17:29:00,2017-12-29 10:44:00,2017-12-30 13:02:00
271,315,12679,12570,2013-09-22 09:52:00,2013-09-22 04:02:00,2017-12-29 14:31:00,2017-12-31 08:35:00
272,317,20927,21766,2013-09-22 09:55:00,2013-09-22 10:15:00,2017-12-29 16:35:00,2017-12-29 07:47:00
273,318,22703,21815,2013-09-22 10:52:00,2013-09-22 12:02:00,2017-12-31 20:42:00,2017-12-30 20:49:00
274,323,10975,11658,2013-09-23 16:31:00,2013-09-23 18:28:00,2017-12-31 10:34:00,2017-12-31 15:28:00
275,325,27383,27855,2013-09-23 21:49:00,2013-09-23 16:44:00,2017-12-31 18:03:00,2017-12-31 13:34:00
276,131,24380,24598,2013-09-23 18:28:00,2013-09-23 17:09:00,2017-12-31 14:42:00,2017-12-31 16:01:00
277,306,22981,22666,2013-09-24 12:44:00,2013-09-23 21:53:00,2017-12-28 20:01:00,2017-12-30 23:34:00
278,307,27071,29372,2013-09-25 12:29:00,2013-09-25 13:32:00,2017-12-31 16:04:00,2017-12-31 15:34:00
279,316,12262,12253,2013-09-25 19:37:00,2013-09-25 18:33:00,2017-12-31 10:17:00,2017-12-22 12:16:00
280,327,40759,42734,2013-09-25 14:43:00,2013-09-25 12:07:00,2017-12-31 17:43:00,2017-12-31 17:02:00
281,334,62647,64740,2013-09-27 15:19:00,2013-09-27 15:15:00,2017-12-31 15:41:00,2017-12-31 18:57:00
282,308,14821,15431,2013-09-27 13:34:00,2013-09-27 13:34:00,2017-12-30 11:49:00,2017-12-31 09:17:00
283,326,17458,16222,2013-09-27 16:23:00,2013-09-27 14:45:00,2017-12-30 23:41:00,2017-12-31 19:00:00
284,337,42832,39531,2013-09-27 18:40:00,2013-09-27 18:39:00,2017-12-31 23:34:00,2017-12-31 18:15:00
285,333,23674,24076,2013-09-27 17:45:00,2013-09-27 19:03:00,2017-12-31 17:58:00,2017-12-31 17:31:00
286,332,35133,37481,2013-09-28 11:20:00,2013-09-28 11:44:00,2017-12-31 10:51:00,2017-12-31 16:58:00
287,331,39086,41990,2013-09-28 16:47:00,2013-09-28 16:25:00,2017-12-31 16:33:00,2017-12-31 20:37:00
288,339,11302,11952,2013-09-28 23:14:00,2013-09-29 16:22:00,2017-12-30 12:31:00,2017-12-30 11:22:00
289,329,43229,42929,2013-09-25 20:12:00,2013-09-25 17:53:00,2017-12-31 14:57:00,2017-12-31 14:58:00
290,298,18623,20400,2013-10-02 08:17:00,2013-10-01 19:40:00,2017-12-31 14:40:00,2017-12-29 17:16:00
291,324,32634,35777,2013-10-03 18:09:00,2013-10-03 18:07:00,2017-12-31 12:59:00,2017-12-31 09:58:00
292,290,17078,16092,2013-10-09 19:06:00,2013-10-09 18:06:00,2017-12-31 17:36:00,2017-12-31 21:39:00
293,344,45062,45474,2013-10-09 17:35:00,2013-10-02 11:37:00,2017-12-31 20:57:00,2017-12-31 12:07:00
294,345,16226,16994,2013-10-09 13:24:00,2013-10-09 13:21:00,2017-12-31 11:29:00,2017-12-31 11:01:00
295,346,30806,31418,2013-10-10 16:09:00,2013-10-10 16:11:00,2017-12-31 11:14:00,2017-12-29 16:30:00
296,347,18381,16994,2013-07-31 17:38:00,2013-10-12 19:31:00,2017-12-31 11:54:00,2017-12-30 17:24:00
297,335,3547,3614,2013-10-19 10:33:00,2013-10-19 12:44:00,2017-12-28 09:26:00,2017-12-29 13:07:00
298,343,20264,18736,2013-10-25 11:02:00,2013-10-25 14:32:00,2017-12-30 10:19:00,2017-12-31 23:51:00
299,336,3114,3259,2013-10-17 14:50:00,2013-10-17 14:43:00,2017-12-31 12:19:00,2017-12-31 12:10:00
300,490,5414,5622,2015-05-06 15:32:00,2015-05-05 16:42:00,2017-12-28 15:47:00,2017-12-28 23:38:00
301,402,5917,5602,2015-04-18 04:38:00,2015-04-14 17:45:00,2017-12-31 11:39:00,2017-12-25 10:45:00
302,39,32574,32275,2015-04-19 02:27:00,2015-04-18 18:47:00,2017-12-30 20:27:00,2017-12-31 14:22:00
303,161,33580,31320,2015-05-09 13:21:00,2015-05-09 12:45:00,2017-12-31 18:05:00,2017-12-31 15:05:00
304,103,6210,8738,2015-05-09 12:02:00,2015-05-09 10:17:00,2017-12-29 17:43:00,2017-12-31 11:27:00
305,96,27186,24169,2015-04-25 17:59:00,2015-04-26 15:42:00,2017-12-31 01:53:00,2017-12-31 14:40:00
306,125,32280,37489,2015-05-08 14:09:00,2015-05-08 14:43:00,2017-12-29 19:24:00,2017-12-29 17:47:00
307,464,10092,10144,2015-05-14 07:15:00,2015-05-14 12:26:00,2017-12-31 18:32:00,2017-12-31 16:38:00
308,383,14649,14343,2015-04-27 15:42:00,2015-04-27 14:41:00,2017-12-30 22:36:00,2017-12-31 08:02:00
309,40,29455,29117,2015-04-26 12:29:00,2015-04-26 16:04:00,2017-12-31 14:01:00,2017-12-29 15:09:00
310,497,5435,5072,2015-05-02 14:19:00,2015-05-02 13:39:00,2017-12-30 10:06:00,2017-12-29 16:05:00
311,452,2084,2230,2015-05-13 06:53:00,2015-05-13 06:50:00,2017-12-25 14:03:00,2017-12-21 17:50:00
312,489,3905,3291,2015-05-13 18:51:00,2015-05-13 14:13:00,2017-12-31 14:45:00,2017-12-29 19:18:00
313,471,4945,4975,2015-05-14 17:25:00,2015-05-14 17:24:00,2017-12-31 13:08:00,2017-12-25 14:50:00
314,484,3373,3463,2015-05-07 18:56:00,2015-05-07 19:00:00,2017-12-28 18:46:00,2017-12-28 18:14:00
315,453,4135,4421,2015-05-12 22:47:00,2015-05-12 17:03:00,2017-12-29 14:05:00,2017-12-21 18:19:00
316,41,34612,34312,2015-04-25 19:11:00,2015-04-26 12:25:00,2017-12-31 16:03:00,2017-12-31 19:37:00
317,133,86191,85567,2015-04-25 12:39:00,2015-04-25 14:45:00,2017-12-31 17:29:00,2017-12-31 17:31:00
318,477,3049,3543,2015-05-06 18:59:00,2015-05-06 00:28:00,2017-12-21 16:47:00,2017-12-30 13:31:00
319,504,8314,8648,2015-05-21 20:44:00,2015-05-21 18:39:00,2017-12-31 13:45:00,2017-12-30 10:46:00
320,447,9114,9741,2015-05-16 10:26:00,2015-05-15 22:57:00,2017-12-31 18:56:00,2017-12-31 22:20:00
321,507,12968,12535,2015-05-02 00:25:00,2015-05-01 17:57:00,2017-12-30 14:45:00,2017-12-28 17:21:00
322,38,42665,40872,2015-04-18 13:00:00,2015-04-18 15:59:00,2017-12-31 13:34:00,2017-12-31 11:33:00
323,511,13385,13001,2015-05-06 15:36:00,2015-05-06 15:39:00,2017-12-30 23:38:00,2017-12-31 15:16:00
324,482,6377,6438,2015-05-14 16:58:00,2015-05-14 17:20:00,2017-12-30 23:21:00,2017-12-31 08:43:00
325,493,8418,8997,2015-05-04 20:28:00,2015-05-04 15:56:00,2017-12-29 22:19:00,2017-12-30 00:25:00
326,423,23438,24189,2015-04-17 17:38:00,2015-04-17 16:13:00,2017-12-31 13:57:00,2017-12-28 14:01:00
327,407,299,332,2015-04-16 12:04:00,2015-04-16 12:34:00,2017-12-01 08:54:00,2017-12-01 08:54:00
328,455,1407,1616,2015-05-13 13:35:00,2015-05-13 14:02:00,2017-12-30 23:10:00,2017-12-23 16:36:00
329,6,61262,53848,2015-04-24 17:35:00,2015-04-25 01:30:00,2017-12-29 14:18:00,2017-12-25 08:13:00
330,456,1389,1393,2015-05-13 11:18:00,2015-05-14 12:04:00,2017-12-24 06:51:00,2017-12-23 22:06:00
331,2,43695,40954,2015-05-08 12:24:00,2015-05-08 12:23:00,2017-12-23 14:57:00,2017-12-24 15:56:00
332,458,11098,12377,2015-05-12 13:44:00,2015-05-11 18:17:00,2017-12-31 15:44:00,2017-12-31 15:05:00
333,403,5374,5497,2015-04-15 18:20:00,2015-04-14 17:58:00,2017-12-28 22:37:00,2017-12-28 11:20:00
334,463,18241,19282,2015-05-14 12:26:00,2015-05-14 12:57:00,2017-12-31 16:06:00,2017-12-31 21:11:00
335,4,59248,59965,2015-05-16 11:12:00,2015-05-16 11:07:00,2017-12-29 15:48:00,2017-12-31 14:29:00
336,410,1194,1166,2015-04-17 00:07:00,2015-04-16 11:06:00,2017-12-22 16:09:00,2017-12-22 08:23:00
337,145,40524,37370,2015-05-08 17:47:00,2015-05-08 16:31:00,2017-12-31 23:54:00,2018-01-01 00:18:00
338,7,30636,28499,2015-04-18 19:50:00,2015-04-19 06:53:00,2017-12-31 20:08:00,2017-12-31 21:28:00
339,506,8697,9066,2015-05-01 08:01:00,2015-04-30 23:57:00,2017-12-31 14:22:00,2017-12-31 02:57:00
340,3,83540,81315,2015-04-24 14:24:00,2015-04-24 14:24:00,2017-12-31 13:29:00,2017-12-31 08:13:00
341,420,14571,14231,2015-04-14 11:53:00,2015-04-14 11:54:00,2017-12-30 13:09:00,2017-12-31 11:37:00
342,460,10822,11500,2015-05-11 17:28:00,2015-05-11 19:13:00,2017-12-31 13:55:00,2017-12-31 21:03:00
343,505,5700,6049,2015-05-07 18:43:00,2015-05-07 20:48:00,2017-12-31 14:05:00,2017-12-29 17:50:00
344,462,5802,6106,2015-05-14 12:50:00,2015-05-14 13:01:00,2017-12-31 05:21:00,2017-12-29 19:15:00
345,359,24234,22700,2015-05-02 14:20:00,2015-05-02 14:01:00,2017-12-31 19:47:00,2017-12-31 19:28:00
346,365,6585,6096,2015-05-17 17:27:00,2015-05-16 13:57:00,2017-12-28 15:19:00,2017-12-30 12:19:00
347,182,30667,30320,2015-06-16 13:31:00,2015-06-16 15:42:00,2017-12-31 16:54:00,2017-12-31 23:39:00
348,485,2967,3135,2015-05-04 23:39:00,2015-05-04 17:58:00,2017-12-24 19:16:00,2017-12-28 11:46:00
349,364,21863,22633,2015-05-02 16:40:00,2015-05-02 16:40:00,2017-12-31 17:50:00,2017-12-30 22:39:00
350,370,10261,10458,2015-05-01 16:59:00,2015-05-01 16:53:00,2017-12-29 17:10:00,2017-12-29 16:00:00
351,374,14398,14110,2015-04-28 00:09:00,2015-04-27 19:54:00,2017-12-31 17:19:00,2017-12-31 18:09:00
352,475,4239,4318,2015-05-06 00:24:00,2015-05-06 16:56:00,2017-12-31 22:48:00,2017-12-31 18:04:00
353,466,1440,1527,2015-05-16 10:51:00,2015-05-16 12:31:00,2017-12-31 10:39:00,2017-12-23 13:58:00
354,476,3012,3179,2015-05-06 08:10:00,2015-05-06 08:23:00,2017-12-31 04:51:00,2017-12-22 16:44:00
355,480,2992,3379,2015-05-07 11:14:00,2015-05-06 15:46:00,2017-12-31 11:11:00,2017-12-19 07:31:00
356,418,8919,8617,2015-04-18 09:48:00,2015-04-18 09:44:00,2017-12-31 17:10:00,2017-12-31 17:35:00
357,377,2637,2765,2015-04-29 16:40:00,2015-04-29 18:43:00,2017-12-21 08:32:00,2017-12-25 16:39:00
358,366,2873,2566,2015-04-14 14:37:00,2015-04-14 17:36:00,2017-12-31 10:19:00,2017-12-31 12:32:00
359,142,40129,39567,2015-05-08 16:23:00,2015-05-08 15:31:00,2017-12-31 12:55:00,2017-12-31 17:38:00
360,474,3940,4170,2015-05-16 20:05:00,2015-05-16 22:06:00,2017-12-23 19:26:00,2017-12-23 11:30:00
361,491,5405,5714,2015-05-04 19:12:00,2015-05-04 18:17:00,2017-12-29 14:29:00,2017-12-30 09:39:00
362,18,40934,38446,2015-04-18 12:07:00,2015-04-18 12:55:00,2017-12-31 14:48:00,2017-12-31 15:57:00
363,354,5172,5104,2015-05-15 17:04:00,2015-05-15 18:13:00,2017-12-31 14:19:00,2017-12-31 14:18:00
364,496,2818,3133,2015-05-14 09:23:00,2015-05-13 20:36:00,2017-12-22 16:12:00,2017-12-23 10:48:00
365,429,615,588,2015-05-03 12:01:00,2015-05-03 14:04:00,2017-12-12 18:18:00,2017-12-12 15:25:00
366,457,6550,6248,2015-05-11 21:02:00,2015-05-11 18:37:00,2017-12-31 12:00:00,2017-12-30 17:41:00
367,502,6576,6634,2015-05-14 08:07:00,2015-05-13 21:52:00,2017-12-31 11:41:00,2017-12-31 17:45:00
368,172,30123,30231,2015-05-09 13:57:00,2015-05-09 13:41:00,2017-12-31 20:34:00,2017-12-31 20:33:00
369,89,29065,25765,2015-05-08 12:32:00,2015-05-08 11:42:00,2017-12-31 21:04:00,2017-12-29 17:56:00
370,425,5427,4617,2015-04-17 15:32:00,2015-04-17 16:29:00,2017-12-28 07:12:00,2017-12-29 11:40:00
371,102,1063,1036,2015-04-29 18:11:00,2015-04-26 18:12:00,2017-12-29 09:23:00,2017-12-22 15:45:00
372,441,393,467,2015-04-27 16:42:00,2015-04-27 16:41:00,2017-12-17 13:26:00,2017-12-17 13:24:00
373,443,508,781,2015-05-01 09:49:00,2015-04-29 17:49:00,2017-12-31 09:01:00,2017-12-31 09:24:00
374,419,10931,11346,2015-04-17 14:12:00,2015-04-17 09:28:00,2017-12-27 20:50:00,2017-12-27 19:10:00
375,459,31093,31835,2015-05-11 17:06:00,2015-05-11 17:04:00,2017-12-31 14:32:00,2017-12-31 14:31:00
376,509,5943,5753,2015-05-01 19:50:00,2015-05-02 11:28:00,2017-12-31 19:51:00,2017-12-30 01:14:00
377,442,1766,1597,2015-04-28 22:45:00,2015-04-29 01:47:00,2017-12-28 07:57:00,2017-12-22 23:52:00
378,353,1475,1533,2015-05-18 20:27:00,2015-05-21 18:31:00,2017-12-29 14:00:00,2017-12-29 07:41:00
379,401,3299,3341,2015-05-10 17:52:00,2015-05-10 12:49:00,2017-12-31 09:29:00,2017-12-30 23:39:00
380,432,6349,6692,2015-05-15 15:05:00,2015-05-15 15:35:00,2017-12-28 11:56:00,2017-12-30 15:05:00
381,454,11760,12788,2015-05-11 15:34:00,2015-05-11 18:03:00,2017-12-31 14:04:00,2017-12-31 13:43:00
382,451,9960,9916,2015-05-15 15:14:00,2015-05-15 15:10:00,2017-12-30 14:21:00,2017-12-30 15:02:00
383,499,4259,4443,2015-05-01 11:54:00,2015-05-01 17:04:00,2017-12-27 15:04:00,2017-12-29 20:23:00
384,381,3050,3510,2015-04-27 20:01:00,2015-05-01 19:13:00,2017-12-30 20:27:00,2017-12-30 20:15:00
385,180,21976,20293,2015-05-09 14:29:00,2015-05-09 16:56:00,2017-12-31 17:24:00,2017-12-31 14:50:00
